Strategy,Trial,Outcome,Turns,Conflicts,Avg_Wait_Time,Fairness_Index,PacmanA_Score,PacmanB_Score,PacmanC_Score
Q_LEARNING,211,WIN,424,16,105.66666666666667,0.9764271486177913,600,750,520
Q_LEARNING,212,WIN,401,3,88.33333333333333,0.9635834739774146,320,910,600
Q_LEARNING,213,WIN,252,6,63.666666666666664,0.8972429228461103,570,840,440
Q_LEARNING,214,WIN,650,30,136.33333333333334,0.9603088492781079,560,640,660
Q_LEARNING,215,WIN,366,8,66.66666666666667,0.9406895254221345,770,340,760
Q_LEARNING,216,LOSS,783,4,142,0.7643669446550417,780,860,180
Q_LEARNING,217,WIN,355,12,83,0.9356240662773326,940,350,580
Q_LEARNING,218,LOSS,760,1,166.33333333333334,0.9577808806163622,600,630,580
Q_LEARNING,219,WIN,404,12,83.33333333333333,0.9592657396322559,500,790,550
Q_LEARNING,220,WIN,333,4,79,0.9864074600916706,950,460,440
Q_LEARNING,221,WIN,332,1,65.33333333333333,0.9478411053540587,460,810,610
Q_LEARNING,222,LOSS,541,9,107,0.9045587421979933,200,100,830
Q_LEARNING,223,WIN,352,33,93.33333333333333,0.9455580480980292,540,730,580
Q_LEARNING,224,WIN,304,18,65.66666666666667,0.9792092448212348,270,1080,500
Q_LEARNING,225,WIN,435,2,101,0.9543455889231921,300,950,650
Q_LEARNING,226,WIN,285,11,69.66666666666667,0.9375013414032151,350,750,780
Q_LEARNING,227,WIN,424,12,86.33333333333333,0.9927777531116341,620,800,430
Q_LEARNING,228,LOSS,637,47,141.33333333333334,0.9886058686375434,580,520,760
Q_LEARNING,229,LOSS,556,22,123.33333333333333,0.9614709311308696,540,440,780
Q_LEARNING,230,WIN,475,12,92.66666666666667,0.8838720007319472,1070,350,440
Q_LEARNING,231,WIN,452,14,100,0.9644441586832122,740,790,300
Q_LEARNING,232,LOSS,602,38,87.66666666666667,0.7752373266982728,200,460,940
Q_LEARNING,233,WIN,591,34,132,0.9724299587007479,860,580,420
Q_LEARNING,234,WIN,480,37,112.66666666666667,0.9995100612423448,610,750,490
Q_LEARNING,235,LOSS,606,19,86.33333333333333,0.8378108334270049,480,860,520
Q_LEARNING,236,LOSS,496,9,72.66666666666667,0.9468818489738992,170,770,880
Q_LEARNING,237,WIN,409,13,84.33333333333333,0.9470608253066418,510,570,790
Q_LEARNING,238,WIN,414,13,95,0.9638318322594426,490,970,360
Q_LEARNING,239,WIN,753,30,151,0.8599067218122619,290,530,1050
Q_LEARNING,240,WIN,475,11,108,0.9978896937204129,500,860,490
Q_LEARNING,241,WIN,429,6,98.66666666666667,0.9952066153252005,590,640,620
Q_LEARNING,242,WIN,247,3,54,0.9858012170385395,630,650,570
Q_LEARNING,243,WIN,242,7,44.666666666666664,0.9561235356762513,400,950,540
Q_LEARNING,244,WIN,639,6,122.66666666666667,0.8439209821150371,780,570,530
Q_LEARNING,245,WIN,246,4,54.333333333333336,0.9333263076544771,520,420,950
Q_LEARNING,246,WIN,291,8,71.66666666666667,0.9677993425873584,610,650,620
Q_LEARNING,247,WIN,899,15,114,0.8874220421541403,340,720,790
Q_LEARNING,248,LOSS,581,3,97.66666666666667,0.9033788974124233,340,780,660
Q_LEARNING,249,LOSS,452,18,84.33333333333333,0.8821405438183046,650,590,580
Q_LEARNING,250,WIN,737,27,192.66666666666666,0.9723333042288774,740,430,670
Q_LEARNING,251,LOSS,654,15,106.33333333333333,0.8037041424791691,970,320,420
Q_LEARNING,252,LOSS,690,9,144.33333333333334,0.949489271407808,1040,530,250
Q_LEARNING,253,WIN,483,6,117.33333333333333,0.9768527278461053,870,470,510
Q_LEARNING,254,LOSS,727,13,131.66666666666666,0.9070324444676979,450,580,730
Q_LEARNING,255,WIN,355,20,76.66666666666667,0.9983769297550297,660,880,330
Q_LEARNING,256,WIN,602,45,157.33333333333334,0.9959942775393419,630,680,540
Q_LEARNING,257,WIN,677,21,134.33333333333334,0.9807839798056658,480,690,660
Q_LEARNING,258,WIN,337,11,77.33333333333333,0.9874151531829022,430,780,680
Q_LEARNING,259,WIN,380,14,76,0.9446140427387701,650,550,700
Q_LEARNING,260,WIN,437,59,112.66666666666667,0.9821864575810723,710,560,590
Q_LEARNING,261,LOSS,856,6,183.33333333333334,0.9903875116227294,870,570,400
Q_LEARNING,262,WIN,281,0,63.333333333333336,0.980072758864093,440,560,820
Q_LEARNING,263,WIN,303,13,68.33333333333333,0.9965379051955136,380,780,710
Q_LEARNING,264,LOSS,721,1,108.66666666666667,0.6453877451873444,420,40,1390
Q_LEARNING,265,WIN,312,13,77.66666666666667,0.9653952165021784,550,790,540
Q_LEARNING,266,WIN,551,9,97.66666666666667,0.8534291650512461,710,780,370
Q_LEARNING,267,LOSS,780,12,161.33333333333334,0.8576093721398499,610,510,710
Q_LEARNING,268,WIN,301,15,65,0.9881499961019724,640,780,420
Q_LEARNING,269,WIN,632,34,133.33333333333334,0.9655888281372584,760,390,730
Q_LEARNING,270,WIN,342,16,71,0.9763703273290723,710,300,840
Q_LEARNING,271,WIN,588,36,123.33333333333333,0.9278462310059236,1000,590,250
Q_LEARNING,272,WIN,398,1,78.66666666666667,0.9704826624847535,700,940,220
Q_LEARNING,273,WIN,615,23,141.33333333333334,0.972529672065522,830,520,500
Q_LEARNING,274,WIN,393,4,79.33333333333333,0.9638250808235495,780,530,520
Q_LEARNING,275,WIN,499,28,115.33333333333333,0.9846847291450755,850,490,530
Q_LEARNING,276,LOSS,701,29,163.33333333333334,0.9736178357379788,470,720,660
Q_LEARNING,277,WIN,421,3,88.66666666666667,0.8573367260390161,450,900,470
Q_LEARNING,278,WIN,323,4,85.66666666666667,0.9434088928882605,250,1090,520
Q_LEARNING,279,WIN,383,5,89.33333333333333,0.9731458147034117,600,770,500
Q_LEARNING,280,LOSS,435,16,93.66666666666667,0.994383366705706,920,470,360
Q_LEARNING,281,WIN,367,22,86.66666666666667,0.9411633670258681,420,690,720
Q_LEARNING,282,WIN,297,9,69.33333333333333,0.9393781483411499,370,1130,370
Q_LEARNING,283,LOSS,639,59,168,0.9875898105813194,540,580,700
Q_LEARNING,284,LOSS,830,9,168,0.6402516484181235,290,1170,310
Q_LEARNING,285,WIN,244,0,53,0.8283692126216455,880,750,240
Q_LEARNING,286,WIN,737,30,138,0.9865994335843061,770,610,460
Q_LEARNING,287,LOSS,605,23,131,0.9882142925696298,610,720,520
Q_LEARNING,288,WIN,355,13,68.33333333333333,0.9762585081422631,680,570,610
Q_LEARNING,289,WIN,514,5,114,0.9981055757513696,320,870,670
Q_LEARNING,290,WIN,297,19,65.33333333333333,0.9809509218119605,760,350,750
Q_LEARNING,291,LOSS,589,33,107.66666666666667,0.8938323009569829,540,200,1090
Q_LEARNING,292,WIN,654,28,118,0.9511795245468622,790,580,490
Q_LEARNING,293,WIN,411,12,96.66666666666667,0.9651357616654043,820,390,670
Q_LEARNING,294,WIN,517,21,143.66666666666666,0.9970265410729141,230,760,870
Q_LEARNING,295,WIN,556,7,106.66666666666667,0.9764097869824742,570,940,330
Q_LEARNING,296,WIN,528,6,110.66666666666667,0.9916689158794422,690,790,360
Q_LEARNING,297,WIN,600,24,182.33333333333334,0.9760942398470658,480,500,880
Q_LEARNING,298,WIN,678,26,152.33333333333334,0.9901482503425356,690,450,720
Q_LEARNING,299,WIN,386,18,73.66666666666667,0.984955734365862,450,680,690
Q_LEARNING,300,WIN,465,35,98.33333333333333,0.9879886016597982,650,570,610
